script,source_script,source_opt_bin_label,wake_model,seed,method,turbine_id,x,y,AEP GB bins [GWh],runtime_sec,gb_bin_setup
RunBestSS2S_GB_FullBins,ResultsSS,5 deg bins,NOJ,3,SS--2S,48,427564.3157894737,6151847.0,714.9942065854406,0.0,wd1deg_ws3-25_step1
RunBestSS2S_GB_FullBins,ResultsSS,5 deg bins,NOJ,3,SS--2S,49,425569.15789473685,6151106.315789473,714.9942065854406,0.0,wd1deg_ws3-25_step1
RunBestSS2S_GB_FullBins,ResultsSS,5 deg bins,NOJ,3,SS--2S,50,425569.15789473685,6148143.578947368,714.9942065854406,0.0,wd1deg_ws3-25_step1
RunBestSS2S_GB_FullBins,ResultsSS,5 deg bins,NOJ,3,SS--2S,51,429892.0,6147156.0,714.9942065854406,0.0,wd1deg_ws3-25_step1
RunBestSS2S_GB_FullBins,ResultsSS,5 deg bins,NOJ,3,SS--2S,52,428561.8947368421,6149378.052631579,714.9942065854406,0.0,wd1deg_ws3-25_step1
RunBestSS2S_GB_FullBins,ResultsSS,5 deg bins,NOJ,3,SS--2S,53,428561.8947368421,6147156.0,714.9942065854406,0.0,wd1deg_ws3-25_step1
RunBestSS2S_GB_FullBins,ResultsSS,5 deg bins,NOJ,3,SS--2S,54,423574.0,6150612.52631579,714.9942065854406,0.0,wd1deg_ws3-25_step1
RunBestSS2S_GB_FullBins,ResultsSS,5 deg bins,NOJ,3,SS--2S,55,429892.0,6147649.7894736845,714.9942065854406,0.0,wd1deg_ws3-25_step1
RunBestSS2S_GB_FullBins,ResultsSS,5 deg bins,NOJ,3,SS--2S,56,424904.1052631579,6151847.0,714.9942065854406,0.0,wd1deg_ws3-25_step1
RunBestSS2S_GB_FullBins,ResultsSS,5 deg bins,NOJ,3,SS--2S,57,428561.8947368421,6151353.210526316,714.9942065854406,0.0,wd1deg_ws3-25_step1
RunBestSS2S_GB_FullBins,ResultsSS,5 deg bins,NOJ,3,SS--2S,58,429559.4736842105,6151847.0,714.9942065854406,0.0,wd1deg_ws3-25_step1
RunBestSS2S_GB_FullBins,ResultsSS,5 deg bins,NOJ,3,SS--2S,59,427564.3157894737,6149131.157894737,714.9942065854406,0.0,wd1deg_ws3-25_step1
RunBestSS2S_GB_FullBins,ResultsSS,5 deg bins,NOJ,3,SS--2S,60,425569.15789473685,6149378.052631579,714.9942065854406,0.0,wd1deg_ws3-25_step1
RunBestSS2S_GB_FullBins,ResultsSS,5 deg bins,NOJ,3,SS--2S,61,427896.8421052632,6148637.368421053,714.9942065854406,0.0,wd1deg_ws3-25_step1
RunBestSS2S_GB_FullBins,ResultsSS,5 deg bins,NOJ,3,SS--2S,62,429892.0,6148637.368421053,714.9942065854406,0.0,wd1deg_ws3-25_step1
RunBestSS2S_GB_FullBins,ResultsSS,5 deg bins,NOJ,3,SS--2S,63,425236.63157894736,6150612.52631579,714.9942065854406,0.0,wd1deg_ws3-25_step1
RunBestSS2S_GB_FullBins,ResultsSS,5 deg bins,NOJ,3,SS--2S,64,427896.8421052632,6150365.631578947,714.9942065854406,0.0,wd1deg_ws3-25_step1
RunBestSS2S_GB_FullBins,ResultsSS,5 deg bins,NOJ,3,SS--2S,65,427896.8421052632,6147896.684210527,714.9942065854406,0.0,wd1deg_ws3-25_step1
RunBestSS2S_GB_FullBins,ResultsSS,5 deg bins,NOJ,3,SS--2S,66,429226.94736842107,6149871.842105263,714.9942065854406,0.0,wd1deg_ws3-25_step1
RunBestSS2S_GB_FullBins,ResultsSS,5 deg bins,NOJ,3,SS--2S,67,426234.2105263158,6151106.315789473,714.9942065854406,0.0,wd1deg_ws3-25_step1
RunBestSS2S_GB_FullBins,ResultsSS,5 deg bins,NOJ,3,SS--2S,68,427231.7894736842,6149624.947368421,714.9942065854406,0.0,wd1deg_ws3-25_step1
RunBestSS2S_GB_FullBins,ResultsSS,5 deg bins,NOJ,3,SS--2S,69,429892.0,6149131.157894737,714.9942065854406,0.0,wd1deg_ws3-25_step1
RunBestSS2S_GB_FullBins,ResultsSS,5 deg bins,NOJ,3,SS--2S,70,426566.7368421053,6147896.684210527,714.9942065854406,0.0,wd1deg_ws3-25_step1
RunBestSS2S_GB_FullBins,ResultsSS,5 deg bins,NOJ,3,SS--2S,71,424571.5789473684,6149378.052631579,714.9942065854406,0.0,wd1deg_ws3-25_step1
RunBestSS2S_GB_FullBins,ResultsSS,5 deg bins,NOJ,3,SS--2S,72,425569.15789473685,6148637.368421053,714.9942065854406,0.0,wd1deg_ws3-25_step1
RunBestSS2S_GB_FullBins,ResultsSS,5 deg bins,NOJ,3,SS--2S,73,426566.7368421053,6150612.52631579,714.9942065854406,0.0,wd1deg_ws3-25_step1
RunBestSS2S_GB_FullBins,ResultsSS,5 deg bins,NOJ,3,SS--2S,74,425901.6842105263,6147649.7894736845,714.9942065854406,0.0,wd1deg_ws3-25_step1
RunBestSS2S_GB_FullBins,ResultsSS,5 deg bins,NOJ,3,SS--2S,75,426899.2631578947,6151847.0,714.9942065854406,0.0,wd1deg_ws3-25_step1
RunBestSS2S_GB_FullBins,ResultsSS,5 deg bins,NOJ,3,SS--2S,76,429226.94736842107,6151106.315789473,714.9942065854406,0.0,wd1deg_ws3-25_step1
RunBestSS2S_GB_FullBins,ResultsSS,5 deg bins,NOJ,3,SS--2S,77,424904.1052631579,6151106.315789473,714.9942065854406,0.0,wd1deg_ws3-25_step1
RunBestSS2S_GB_FullBins,ResultsSS,5 deg bins,NOJ,3,SS--2S,78,427896.8421052632,6147156.0,714.9942065854406,0.0,wd1deg_ws3-25_step1
RunBestSS2S_GB_FullBins,ResultsSS,5 deg bins,NOJ,3,SS--2S,79,426899.2631578947,6148390.47368421,714.9942065854406,0.0,wd1deg_ws3-25_step1
RunBestSS2S_GB_FullBins,ResultsSS,5 deg bins,NOJ,3,SS--2S--GB-fullbins,0,429892.0,6150185.111567974,715.4296974602025,638.3391807998996,wd1deg_ws3-25_step1
RunBestSS2S_GB_FullBins,ResultsSS,5 deg bins,NOJ,3,SS--2S--GB-fullbins,1,423869.200596352,6151419.987237655,715.4296974602025,638.3391807998996,wd1deg_ws3-25_step1
RunBestSS2S_GB_FullBins,ResultsSS,5 deg bins,NOJ,3,SS--2S--GB-fullbins,2,429892.0,6151847.0,715.4296974602025,638.3391807998996,wd1deg_ws3-25_step1
RunBestSS2S_GB_FullBins,ResultsSS,5 deg bins,NOJ,3,SS--2S--GB-fullbins,3,427551.1463047572,6150876.679229226,715.4296974602025,638.3391807998996,wd1deg_ws3-25_step1
RunBestSS2S_GB_FullBins,ResultsSS,5 deg bins,NOJ,3,SS--2S--GB-fullbins,4,423574.0,6147156.0,715.4296974602025,638.3391807998996,wd1deg_ws3-25_step1
RunBestSS2S_GB_FullBins,ResultsSS,5 deg bins,NOJ,3,SS--2S--GB-fullbins,5,424215.2131524031,6149786.661695512,715.4296974602025,638.3391807998996,wd1deg_ws3-25_step1
RunBestSS2S_GB_FullBins,ResultsSS,5 deg bins,NOJ,3,SS--2S--GB-fullbins,6,424882.6123461408,6147156.0,715.4296974602025,638.3391807998996,wd1deg_ws3-25_step1
RunBestSS2S_GB_FullBins,ResultsSS,5 deg bins,NOJ,3,SS--2S--GB-fullbins,7,428901.2494692031,6147650.664163339,715.4296974602025,638.3391807998996,wd1deg_ws3-25_step1
RunBestSS2S_GB_FullBins,ResultsSS,5 deg bins,NOJ,3,SS--2S--GB-fullbins,8,428546.02522201504,6150700.161167976,715.4296974602025,638.3391807998996,wd1deg_ws3-25_step1
RunBestSS2S_GB_FullBins,ResultsSS,5 deg bins,NOJ,3,SS--2S--GB-fullbins,9,429892.0,6149595.4145838125,715.4296974602025,638.3391807998996,wd1deg_ws3-25_step1
RunBestSS2S_GB_FullBins,ResultsSS,5 deg bins,NOJ,3,SS--2S--GB-fullbins,10,425604.9893535022,6151847.0,715.4296974602025,638.3391807998996,wd1deg_ws3-25_step1
RunBestSS2S_GB_FullBins,ResultsSS,5 deg bins,NOJ,3,SS--2S--GB-fullbins,11,424911.8241183476,6148925.416109386,715.4296974602025,638.3391807998996,wd1deg_ws3-25_step1
RunBestSS2S_GB_FullBins,ResultsSS,5 deg bins,NOJ,3,SS--2S--GB-fullbins,12,423574.0,6151847.0,715.4296974602025,638.3391807998996,wd1deg_ws3-25_step1
RunBestSS2S_GB_FullBins,ResultsSS,5 deg bins,NOJ,3,SS--2S--GB-fullbins,13,427274.19223780895,6147868.28480381,715.4296974602025,638.3391807998996,wd1deg_ws3-25_step1
RunBestSS2S_GB_FullBins,ResultsSS,5 deg bins,NOJ,3,SS--2S--GB-fullbins,14,428830.0162561636,6151847.0,715.4296974602025,638.3391807998996,wd1deg_ws3-25_step1
RunBestSS2S_GB_FullBins,ResultsSS,5 deg bins,NOJ,3,SS--2S--GB-fullbins,15,424279.18468846,6148056.73614655,715.4296974602025,638.3391807998996,wd1deg_ws3-25_step1
RunBestSS2S_GB_FullBins,ResultsSS,5 deg bins,NOJ,3,SS--2S--GB-fullbins,16,426874.8159904745,6150121.892025919,715.4296974602025,638.3391807998996,wd1deg_ws3-25_step1
RunBestSS2S_GB_FullBins,ResultsSS,5 deg bins,NOJ,3,SS--2S--GB-fullbins,17,426259.7617272891,6149406.827583735,715.4296974602025,638.3391807998996,wd1deg_ws3-25_step1
RunBestSS2S_GB_FullBins,ResultsSS,5 deg bins,NOJ,3,SS--2S--GB-fullbins,18,426205.1603298744,6147156.0,715.4296974602025,638.3391807998996,wd1deg_ws3-25_step1
RunBestSS2S_GB_FullBins,ResultsSS,5 deg bins,NOJ,3,SS--2S--GB-fullbins,19,427439.58868934755,6147156.0,715.4296974602025,638.3391807998996,wd1deg_ws3-25_step1
RunBestSS2S_GB_FullBins,ResultsSS,5 deg bins,NOJ,3,SS--2S--GB-fullbins,20,429236.35405837535,6147156.0,715.4296974602025,638.3391807998996,wd1deg_ws3-25_step1
RunBestSS2S_GB_FullBins,ResultsSS,5 deg bins,NOJ,3,SS--2S--GB-fullbins,21,429892.0,6151326.980060725,715.4296974602025,638.3391807998996,wd1deg_ws3-25_step1
RunBestSS2S_GB_FullBins,ResultsSS,5 deg bins,NOJ,3,SS--2S--GB-fullbins,22,423574.0,6148322.448943802,715.4296974602025,638.3391807998996,wd1deg_ws3-25_step1
RunBestSS2S_GB_FullBins,ResultsSS,5 deg bins,NOJ,3,SS--2S--GB-fullbins,23,428215.0992792218,6151847.0,715.4296974602025,638.3391807998996,wd1deg_ws3-25_step1
RunBestSS2S_GB_FullBins,ResultsSS,5 deg bins,NOJ,3,SS--2S--GB-fullbins,24,423574.0,6148934.918513762,715.4296974602025,638.3391807998996,wd1deg_ws3-25_step1
RunBestSS2S_GB_FullBins,ResultsSS,5 deg bins,NOJ,3,SS--2S--GB-fullbins,25,428898.43892416987,6148914.577607314,715.4296974602025,638.3391807998996,wd1deg_ws3-25_step1
RunBestSS2S_GB_FullBins,ResultsSS,5 deg bins,NOJ,3,SS--2S--GB-fullbins,26,423574.0,6147716.153303361,715.4296974602025,638.3391807998996,wd1deg_ws3-25_step1
RunBestSS2S_GB_FullBins,ResultsSS,5 deg bins,NOJ,3,SS--2S--GB-fullbins,27,424837.8223931023,6150092.125313179,715.4296974602025,638.3391807998996,wd1deg_ws3-25_step1
RunBestSS2S_GB_FullBins,ResultsSS,5 deg bins,NOJ,3,SS--2S--GB-fullbins,28,424225.9669084031,6148623.513899692,715.4296974602025,638.3391807998996,wd1deg_ws3-25_step1
RunBestSS2S_GB_FullBins,ResultsSS,5 deg bins,NOJ,3,SS--2S--GB-fullbins,29,424186.6678392205,6147156.0,715.4296974602025,638.3391807998996,wd1deg_ws3-25_step1
RunBestSS2S_GB_FullBins,ResultsSS,5 deg bins,NOJ,3,SS--2S--GB-fullbins,30,429892.0,6150756.5879719835,715.4296974602025,638.3391807998996,wd1deg_ws3-25_step1
RunBestSS2S_GB_FullBins,ResultsSS,5 deg bins,NOJ,3,SS--2S--GB-fullbins,31,424240.31599992333,6151847.0,715.4296974602025,638.3391807998996,wd1deg_ws3-25_step1
RunBestSS2S_GB_FullBins,ResultsSS,5 deg bins,NOJ,3,SS--2S--GB-fullbins,32,423574.0,6149475.43933813,715.4296974602025,638.3391807998996,wd1deg_ws3-25_step1
RunBestSS2S_GB_FullBins,ResultsSS,5 deg bins,NOJ,3,SS--2S--GB-fullbins,33,426595.92112921324,6148896.358424563,715.4296974602025,638.3391807998996,wd1deg_ws3-25_step1
RunBestSS2S_GB_FullBins,ResultsSS,5 deg bins,NOJ,3,SS--2S--GB-fullbins,34,427202.39296441904,6151343.792386268,715.4296974602025,638.3391807998996,wd1deg_ws3-25_step1
RunBestSS2S_GB_FullBins,ResultsSS,5 deg bins,NOJ,3,SS--2S--GB-fullbins,35,428198.661006265,6149856.024067198,715.4296974602025,638.3391807998996,wd1deg_ws3-25_step1
RunBestSS2S_GB_FullBins,ResultsSS,5 deg bins,NOJ,3,SS--2S--GB-fullbins,36,425670.33161077905,6150104.428716752,715.4296974602025,638.3391807998996,wd1deg_ws3-25_step1
RunBestSS2S_GB_FullBins,ResultsSS,5 deg bins,NOJ,3,SS--2S--GB-fullbins,37,429266.466955395,6148421.752691528,715.4296974602025,638.3391807998996,wd1deg_ws3-25_step1
RunBestSS2S_GB_FullBins,ResultsSS,5 deg bins,NOJ,3,SS--2S--GB-fullbins,38,429239.53177126974,6150432.751313769,715.4296974602025,638.3391807998996,wd1deg_ws3-25_step1
RunBestSS2S_GB_FullBins,ResultsSS,5 deg bins,NOJ,3,SS--2S--GB-fullbins,39,426201.5263627916,6151847.0,715.4296974602025,638.3391807998996,wd1deg_ws3-25_step1
RunBestSS2S_GB_FullBins,ResultsSS,5 deg bins,NOJ,3,SS--2S--GB-fullbins,40,423574.0,6150090.415706919,715.4296974602025,638.3391807998996,wd1deg_ws3-25_step1
RunBestSS2S_GB_FullBins,ResultsSS,5 deg bins,NOJ,3,SS--2S--GB-fullbins,41,429892.0,6148102.579938222,715.4296974602025,638.3391807998996,wd1deg_ws3-25_step1
RunBestSS2S_GB_FullBins,ResultsSS,5 deg bins,NOJ,3,SS--2S--GB-fullbins,42,425520.128906271,6147156.0,715.4296974602025,638.3391807998996,wd1deg_ws3-25_step1
RunBestSS2S_GB_FullBins,ResultsSS,5 deg bins,NOJ,3,SS--2S--GB-fullbins,43,426810.6438430531,6147156.0,715.4296974602025,638.3391807998996,wd1deg_ws3-25_step1
RunBestSS2S_GB_FullBins,ResultsSS,5 deg bins,NOJ,3,SS--2S--GB-fullbins,44,428562.1273049603,6148094.984028607,715.4296974602025,638.3391807998996,wd1deg_ws3-25_step1
RunBestSS2S_GB_FullBins,ResultsSS,5 deg bins,NOJ,3,SS--2S--GB-fullbins,45,423574.0,6151053.208360495,715.4296974602025,638.3391807998996,wd1deg_ws3-25_step1
RunBestSS2S_GB_FullBins,ResultsSS,5 deg bins,NOJ,3,SS--2S--GB-fullbins,46,424288.2551152898,6150818.76112746,715.4296974602025,638.3391807998996,wd1deg_ws3-25_step1
RunBestSS2S_GB_FullBins,ResultsSS,5 deg bins,NOJ,3,SS--2S--GB-fullbins,47,424592.97890438314,6147644.28439727,715.4296974602025,638.3391807998996,wd1deg_ws3-25_step1
RunBestSS2S_GB_FullBins,ResultsSS,5 deg bins,NOJ,3,SS--2S--GB-fullbins,48,427578.67960617587,6151847.0,715.4296974602025,638.3391807998996,wd1deg_ws3-25_step1
RunBestSS2S_GB_FullBins,ResultsSS,5 deg bins,NOJ,3,SS--2S--GB-fullbins,49,425593.8075789621,6151135.600063806,715.4296974602025,638.3391807998996,wd1deg_ws3-25_step1
RunBestSS2S_GB_FullBins,ResultsSS,5 deg bins,NOJ,3,SS--2S--GB-fullbins,50,425558.21636594034,6148086.367280271,715.4296974602025,638.3391807998996,wd1deg_ws3-25_step1
RunBestSS2S_GB_FullBins,ResultsSS,5 deg bins,NOJ,3,SS--2S--GB-fullbins,51,429892.0,6147156.0,715.4296974602025,638.3391807998996,wd1deg_ws3-25_step1
RunBestSS2S_GB_FullBins,ResultsSS,5 deg bins,NOJ,3,SS--2S--GB-fullbins,52,428535.2269486234,6149388.989236762,715.4296974602025,638.3391807998996,wd1deg_ws3-25_step1
RunBestSS2S_GB_FullBins,ResultsSS,5 deg bins,NOJ,3,SS--2S--GB-fullbins,53,428598.4306108154,6147156.0,715.4296974602025,638.3391807998996,wd1deg_ws3-25_step1
RunBestSS2S_GB_FullBins,ResultsSS,5 deg bins,NOJ,3,SS--2S--GB-fullbins,54,423574.0,6150570.123574403,715.4296974602025,638.3391807998996,wd1deg_ws3-25_step1
RunBestSS2S_GB_FullBins,ResultsSS,5 deg bins,NOJ,3,SS--2S--GB-fullbins,55,429892.0,6147601.244543334,715.4296974602025,638.3391807998996,wd1deg_ws3-25_step1
RunBestSS2S_GB_FullBins,ResultsSS,5 deg bins,NOJ,3,SS--2S--GB-fullbins,56,424929.4837296686,6151847.0,715.4296974602025,638.3391807998996,wd1deg_ws3-25_step1
RunBestSS2S_GB_FullBins,ResultsSS,5 deg bins,NOJ,3,SS--2S--GB-fullbins,57,428499.92819411587,6151333.500086036,715.4296974602025,638.3391807998996,wd1deg_ws3-25_step1
RunBestSS2S_GB_FullBins,ResultsSS,5 deg bins,NOJ,3,SS--2S--GB-fullbins,58,429379.2009351022,6151847.0,715.4296974602025,638.3391807998996,wd1deg_ws3-25_step1
RunBestSS2S_GB_FullBins,ResultsSS,5 deg bins,NOJ,3,SS--2S--GB-fullbins,59,427555.9027840688,6149150.85783442,715.4296974602025,638.3391807998996,wd1deg_ws3-25_step1
RunBestSS2S_GB_FullBins,ResultsSS,5 deg bins,NOJ,3,SS--2S--GB-fullbins,60,425529.9573648614,6149390.383605199,715.4296974602025,638.3391807998996,wd1deg_ws3-25_step1
RunBestSS2S_GB_FullBins,ResultsSS,5 deg bins,NOJ,3,SS--2S--GB-fullbins,61,427935.45144186466,6148689.289553808,715.4296974602025,638.3391807998996,wd1deg_ws3-25_step1
RunBestSS2S_GB_FullBins,ResultsSS,5 deg bins,NOJ,3,SS--2S--GB-fullbins,62,429892.0,6148660.077837435,715.4296974602025,638.3391807998996,wd1deg_ws3-25_step1
RunBestSS2S_GB_FullBins,ResultsSS,5 deg bins,NOJ,3,SS--2S--GB-fullbins,63,425267.139884395,6150618.455250789,715.4296974602025,638.3391807998996,wd1deg_ws3-25_step1
RunBestSS2S_GB_FullBins,ResultsSS,5 deg bins,NOJ,3,SS--2S--GB-fullbins,64,427867.6293043402,6150350.9647631915,715.4296974602025,638.3391807998996,wd1deg_ws3-25_step1
RunBestSS2S_GB_FullBins,ResultsSS,5 deg bins,NOJ,3,SS--2S--GB-fullbins,65,427939.09879805264,6147915.940326955,715.4296974602025,638.3391807998996,wd1deg_ws3-25_step1
RunBestSS2S_GB_FullBins,ResultsSS,5 deg bins,NOJ,3,SS--2S--GB-fullbins,66,429177.19551938446,6149806.790613331,715.4296974602025,638.3391807998996,wd1deg_ws3-25_step1
RunBestSS2S_GB_FullBins,ResultsSS,5 deg bins,NOJ,3,SS--2S--GB-fullbins,67,426293.0469918413,6151119.0023335535,715.4296974602025,638.3391807998996,wd1deg_ws3-25_step1
RunBestSS2S_GB_FullBins,ResultsSS,5 deg bins,NOJ,3,SS--2S--GB-fullbins,68,427224.4919621513,6149615.58001775,715.4296974602025,638.3391807998996,wd1deg_ws3-25_step1
RunBestSS2S_GB_FullBins,ResultsSS,5 deg bins,NOJ,3,SS--2S--GB-fullbins,69,429892.0,6149130.616555867,715.4296974602025,638.3391807998996,wd1deg_ws3-25_step1
RunBestSS2S_GB_FullBins,ResultsSS,5 deg bins,NOJ,3,SS--2S--GB-fullbins,70,426533.3947970575,6147849.636722747,715.4296974602025,638.3391807998996,wd1deg_ws3-25_step1
RunBestSS2S_GB_FullBins,ResultsSS,5 deg bins,NOJ,3,SS--2S--GB-fullbins,71,424547.99575733836,6149364.616553255,715.4296974602025,638.3391807998996,wd1deg_ws3-25_step1
RunBestSS2S_GB_FullBins,ResultsSS,5 deg bins,NOJ,3,SS--2S--GB-fullbins,72,425594.51652205864,6148649.066035256,715.4296974602025,638.3391807998996,wd1deg_ws3-25_step1
RunBestSS2S_GB_FullBins,ResultsSS,5 deg bins,NOJ,3,SS--2S--GB-fullbins,73,426570.390730658,6150585.868497788,715.4296974602025,638.3391807998996,wd1deg_ws3-25_step1
RunBestSS2S_GB_FullBins,ResultsSS,5 deg bins,NOJ,3,SS--2S--GB-fullbins,74,425869.9089116485,6147635.031556161,715.4296974602025,638.3391807998996,wd1deg_ws3-25_step1
RunBestSS2S_GB_FullBins,ResultsSS,5 deg bins,NOJ,3,SS--2S--GB-fullbins,75,426875.7115408213,6151847.0,715.4296974602025,638.3391807998996,wd1deg_ws3-25_step1
RunBestSS2S_GB_FullBins,ResultsSS,5 deg bins,NOJ,3,SS--2S--GB-fullbins,76,429262.258827316,6151041.372287335,715.4296974602025,638.3391807998996,wd1deg_ws3-25_step1
RunBestSS2S_GB_FullBins,ResultsSS,5 deg bins,NOJ,3,SS--2S--GB-fullbins,77,424856.28584986576,6151144.5378036285,715.4296974602025,638.3391807998996,wd1deg_ws3-25_step1
RunBestSS2S_GB_FullBins,ResultsSS,5 deg bins,NOJ,3,SS--2S--GB-fullbins,78,428004.1248453212,6147156.0,715.4296974602025,638.3391807998996,wd1deg_ws3-25_step1
RunBestSS2S_GB_FullBins,ResultsSS,5 deg bins,NOJ,3,SS--2S--GB-fullbins,79,426917.30428396567,6148425.888339612,715.4296974602025,638.3391807998996,wd1deg_ws3-25_step1
